category,content
时政,"阮生雄当选越南国会主席(图)
　　人民网河内7月23日电 (记者 刘刚)越南第十三届国会第一次会议23日下午选举阮生雄为越南国会主席，选举丛氏放(女，泰族)、阮氏金银(女)、汪周流、黄玉山为国会副主席。选举产生国会常务委员会委员共17人(含以上5人)。
　　阮生雄，男，1946年1月生，越南中部义安省人，经济学博士。1977年5月加入越南共产党，越南共产党第十届、十一届中央政治局委员。曾担任越南财政部长。2006年6月当选越南政府副总理。
　　阮生雄是越南第十届、十一届和十二届国会代表。在今年5月22日举行的越南大选中，阮生雄在中部河静省选区的500名国会代表候选人中以95%的最高得票率当选第十三届国会代表。
　　越南第十三届国会第一次会议7月21日在首都河内开幕，预计将于8月6日闭幕。本次国会会议还将在新一届国会主席的主持下，选举产生新一届国家主席、国家副主席和政府总理。审议并通过总理提名的副总理、部长人选。选举产生最高人民法院院长、最高人民检察院检察长和审计署审计长。审议并通过国家主席提名的国家国防与安全委员会副主席及委员人选。
欢迎发表评论我要评论"
时政,"台当局中文译音改用汉语拼音
　　中新网9月17日电 据台湾《联合报》报道，台湾当局“行政院”“跨部会会议”昨天通过台当局主管部门的提案，调整中文译音政策，改采汉语拼音。即日起，台当局的各项补助活动，若有涉及中文英译的部分，都将要求采用汉语拼音，否则不予补助。
　　台当局“政务委员”曾志朗昨天主持“行政院国际生活环境推动小组”第一次会议，台当局“教育部在会中提案，主张基于与国际接轨及提升国际竞争力等角度，提议将中文译音改采汉语拼音。
　　台当局“教育部“在会中指出，中文译音政策采用通用拼音，执行六年来，紊乱不一，“中央”单位及县市政府采用通用拼音的占百分之六十八，不少单位认为推动通用拼音有困难。台“教育部”认为，现今联合国及全世界图书馆均采汉语拼音，改采汉语拼音，可与国际接轨，有利台湾走入国际舞台，营造优质国际生活环境。
　　不过，台“教育部”担心，中文译音采通用拼音政策实施六年，已投入大量资源，一旦改采汉言拼音，庞大的社会变动成本将成反对主因，造成外界质疑，而模糊拼音国际化的良善立意。因此，台“教育部”希望寻求“部会”及县市长支持，研拟降低更改拼音成本的配套措施，并向外界说明改用汉言拼音的效益和好处。
　　会中相关部会都支持采用汉语拼音，曾志朗裁示通过提案，并要求台“教育部”尽速修正“中文译音使用原则”由通用拼音改回使用汉语拼音，并速报“行政院”核签。
　　由于采用汉语拼音的政策已正式通过，今后台当局所有官方网站若涉及中文译音的部分都将开始改用汉语拼音，而台当局对“地方”的补助，若有涉及中文译音的部分，都将要求采用汉语拼音才予补助。
　　为减少采改汉语拼音的阻力，台“教育部”建议过渡时期采汰旧换新、仅修改部分译音或大宗采购等方式，避免严重耗损公家经费。而且为寻求“地方”及“部会”的支持，改采汉语拼音项目所需的经费由台当局统筹调度。
　　台“教育部”强调，为避免采用汉语拼音被操作成“台湾主体性与国际性”或“统独政策”的意识形态争论，“政府”应加强倡导无关意识形态，采用汉语拼音不应与统独或认同对岸划上等号。
　　另据报道，台“行政院”“跨部会会议”昨天政策决定，中文音译舍通用拼音，改采汉语拼音。根据台“教育部”的项目报告，绿色(民进党)执政的高雄市政府也建议改采汉语拼音，可见用汉语拼音无关意识形态。
　　台“教育部”昨天提出“中文译音推动情形”分析报告，调查指出，遵守民进党政府政策采用通用拼音的机关，有百分之十九的机关在推动时遇到困难，窒碍难行的项目主要在地政、观光等。就连绿色执政的高雄市政府都提出拼音系统须与国际接轨，建议改采汉语拼音。"
星座,"天机星一周事业运提醒(图)
　　天机星：★★★☆☆
　　职场运
　　本周易受到情绪的影响，工作费时费劲，但收效甚微。觉得不顺时，不妨和长辈或贴心人聊聊，他人的一句贴心话都有可能让你茅塞顿开！
　　学业运：
　　上半周学习压力较大，特别是对数理化的学习，感觉较吃力，应多向成绩优异的同学请教。下半周运势有上升的趋势，有机会得到老师的耐心辅导。
　　压力指数：35%
　　贵人主星：天机星
　　小人主星：破军星
　　开运色：日光黄
　　相关推荐：命格详批升级版 姓名恋爱配对 紫微事业命盘 前程何时会旺"
星座,"最易成过气剩男的星座(图)
　　魔羯座
　　稳健而踏实的魔羯座，只有在低调的时候才不讨厌女生。他们爱上一个人的原则是：在相处中慢慢培养感情。然而他们性格中有一点藏的比较深：就算遇到再喜欢的女孩子也不会采取积极地追求行动。原本对恋爱就充满浪漫幻想的女孩子，谁还愿意倒追男，就算女追男隔层纱。现实是社会开始往男多女少的方向发展，僧多粥少的情景都可以预见！长此以往，魔羯男非得混到个荣誉光杆将军！
　　水瓶座
　　自由而随性的水瓶座，周遭的很多事情都是值得他们的猎奇心去争取实现，所以水瓶座生活中最重要的部分就不一定是爱情。他们的抱负都超过爱情很多。他们的魅力往往体现在很多的猎奇活动中。虽然这样会受到很多女孩子的青睐，但是即便这样有什么用呢？很少有女孩子能够包容这样的男朋友：爱自己比爱别人更多！
　　射手座
　　单纯而孩子气的射手座，遭人爱却也是花心得要命的星座。由于他们很单纯，有孩子气，才使得他们在面对女生的时候，并非是男女间的情爱，更多的像是玩伴间的友谊，反正给旁人的感觉都是模棱两可的，有时射手也不知道自己跟她们到底是什么关系哦。但是性格热烈而充满激情的射手座，身边的异性玩伴肯定就会超多，而真正有可能发展为女友的甚少！
　　双子座
　　多情而花心的双子座，列入易成过气剩男的榜单也许有点委屈，但转念一想，有花心大萝卜美称的双子，有多少时间处于稳定的恋爱中呢？双子男生性就飘忽和游弋，总是爱上玫瑰又喜欢蔷薇，这样的他们怎么会一次就解决恋爱问题呢？所以双子男的旁边总是有很多可爱而漂亮的女生，却不会真正愿意长久陪伴在他们身边，顶多就是红颜知己罢了。
　　处女座
　　完美而小气的处女座，实在是完美得没话说，他们不但要求自身完美也会要求别人完美呢！陷入爱情长跑是他们的性格所致，到最后要么就孤单一个人。人曰：金无足赤，人无完人，有多少女孩子可以符合他们的高标准呢？即便是遇到心仪的女孩，倘若在一段时间后发现其身上的小缺点，双子就会觉得不爽。如此而来，变成单身也就是很正常啦！"
星座,"处女座2010年度爱情运势
　　爱情方面，单身的处女座可抢手的很，说是人见人爱一点儿也不为过。处女座的人对爱情很细腻敏感，而表现出来的特质，受到身心影响很大，对异性吸引力十足，不知不觉就能很自然地在举手投足间放电。但若换了一个情境，在孤独的环境或缺乏爱情滋润的状态下，表现出来的样子就有了一百八十度的不同。在这情绪能够左右你表现的时候，也免不了会造成一些失去了自我的不舒服感受，这是2010年你恋爱的罩门，为了避免选错或内心担忧，所以解决方法是在二○一○年，建议你找一些工作以外的课程，让你在心灵上得到一种充实的满足感。你的桃花高峰期会发生在三月份、六月份、以及十月份。
　　超级桃花日：每月14日、26日
　　金钱旺旺日：每月12日
　　超幸运时尚搭配：棕色系部落风格宽大手环
　　给处女座男生的小叮咛：
　　将有不必要的纷争与负面困扰消耗你的精力。约会很美好，但你会开始筛选，想要提升你爱情与社交生活的质量。所以今年你的约会和朋友将减少，但质量会较好。
　　给处女座女生的小叮咛：
　　你的爱情与社交生活是活跃的！但极具挑战！单身者会因为想要或另一种生活，也可能会快速步入礼堂。如果你有交往中的对象，你会想要寻求更大的进展。"
星座,"巨门星12月爱情运势(图)
　　[巨门星]
　　心思细腻的巨门星，本月容易胡思乱想。对一些流言和闲语特别在意，而有过多的情绪反应，总得等对方费心解释后，才肯跳脱幻想。要小心另一半渐渐会对没有意义的解释感到无力与厌烦而渐行渐远。
　　桃花运：☆☆☆☆ 80分
　　姻缘运：☆☆☆   62分
　　告白运：☆☆☆ 　68分
　　搭讪运：☆☆ 　　52分
　　幸运色：金黄色
　　幸运方位：西南方
　　相关推荐：爱情缘份 奥巴马爱情奇迹 你等到爱情十年了吗 12月衣装色彩开运"
星座,"最懂得自娱自乐的星座(图)
　　宋人方岳诗：不如意事常八九，可与语人无二三。悲观的人选择用放大镜放大悲伤，人生乏味，强颜欢笑；乐观的人选择用放大镜放大快乐，人生精彩，喜笑颜开。那么12星座中，谁是懂得自娱自乐生活的后者呢？
　　NO.1 射手座
　　对于玩乐，射手是很随兴的，不挑人、不管时间，也不在乎场所，犹如文人信手拈起的神来之笔、大厨恣意搭配的绝妙手艺，如此地浑然天成，而且不仅自己玩得尽兴，还能把现场气氛炒得热闹非凡，只要射手想让自己心情高兴一下，没有什么办不到的，真是名符其实的乐子王，当你情绪低落的时候，建议找下你的射手座朋友，准没错。
　　NO.2 白羊座
　　能令白羊玩得开心的原因只有一个，那就是让他们的心情维持在高档不坠，至于旁人的配合度好不好、大家的意愿强不强，这些都不重要，因为白羊一向只管自己爽不爽快，对于其他人的情绪和想法并不在乎，简单地说，白羊只要兴致来了，一个人也能玩得不亦乐乎，用一句流行的话来说就是：自娱自乐自己的，让别人去悲伤吧。
　　NO.3 水瓶座
　　水瓶的世界不太与他人有交集，颇有你走你的路、我过我的独木桥的意味，即便是玩乐也一样，他们有自己喜欢的玩法，别人不见得认同，本身水瓶也无意让其他人了解，甚至觉得非我族类不加入更好，也省去了彼此相互适应的麻烦，搞不定到时候还会意见不和，产生纠纷，扫了玩乐的兴趣，倒不如自己无拘无束、放荡不羁的玩耍吧。
　　NO.4 双子座
　　双子反应快、见多识广，随便都有能从脑子里抓出好几个玩乐的方法，而且每一样玩起来都有不同的乐趣，再加上他们强调的是机动性，常有不按牌理出牌的玩法，再者，双子们不喜欢那种一成不变的玩法，曾经玩过的就不会有兴趣，他们会尝试着更换方法让自己玩到尽兴，所以，似乎自己一个人玩比大伙儿同乐更能尽兴痛快，自娱自乐最快乐！
　　NO.5 狮子座
　　基本上，狮子是爱热闹的，若能找到一群人同欢是最好不过的，但他们心里其实也明白，王者终究只有一个，王者也应该有自己特有的王者风范，当大家无法配合时也要懂得自己找乐子，想办法让生活仍保持在多彩多姿的状态。好强的狮子是很擅长于在情绪低落的时候找些乐子来调节一下，快乐如影随形是他们的宗旨，自娱自乐无处不在！"
游戏,"《梦幻天劫》随心所欲我有我掌控
　　惊险刺激的副本一天玩几次才算过瘾？《梦幻天劫ol》打破以往束缚的枷锁，全新推出副本钥匙，一天多达5次的进入机会，带给你绝妙无比的激情感受。同时尽职尽责的“副本情报员”NPC还会随时记录你每天进入副本的次数，方便查询进入。如此贴心周到的服务你也想一同感受？那就马上加入《梦幻天劫ol》的世界尽情享乐吧！
　　《梦幻天劫ol》的世界里最近流传着这样一句话：“我不是在副本中就是在去副本的路上”，由此可见广大玩家对副本的狂热之情。全新副本钥匙的推出，更是为喜欢挑战极限的刷副达人们开启更多狂欢的机会。超爽作战乐趣，翻倍掉落奖励，拥有神奇魔力的副本钥匙为你一一呈现。
　　沉浸在游戏乐趣中的你，是否有时会忘记今天一共跟副本有过几次亲密接触？别担心，临安城的“副本情报员”NPC会尽职尽责的帮你记录每天进入副本的次数。只要找到他的身影，你便可随心所欲的查询当日的活动次数，提早安排更多充满冒险气息的激情挑战。
　　中国第一恋宠回合手机网游：《梦幻天劫ol》
　　《梦幻天劫ol》由空中网旗下知名手机游戏开发商天津猛犸在2010年震撼出品，是中国第一恋宠回合制大型手机网游。游戏以“射雕英雄传”为背景，具有浓郁的武侠氛围，其最大亮点是精心设计近百种可爱、搞怪、霸气的宠物，它们类型千变万化，玩法多样，可变异、可生育、甚至可学习多种绚丽技能、配备极品装备，强大的宠物是玩家居家旅行必备的贴心伙伴。不仅如此，《梦幻天劫ol》的精美人物造型和近百张美轮美奂的场景也会给玩家的游戏生涯带来全新体验，独特的装备系统可将玩家打造成一个开天辟地的英雄人物，新颖的装备强化方式能让玩家与众不同，并随心所欲的打造属于自己的装备。在各大门派高手云集的世界里，拉上你的朋友，带上你的宠物，去打下一片属于自己的天地吧！
　　短信下载：编辑手机短信""komt""发送到02123330768，《梦幻天劫online》中国第一恋宠回合手机网游，注册送大礼！
　　手机下载：http://g.ko.cn/gk/mtwap"
游戏,"水陆空全面来袭天下贰避暑乐园新玩法
　　七月，在China Joy的喧嚣声中渐渐淡去，八月悄然而至。眼看一年一度的暑假已然过半，但玩家对于《天下贰》的热情却依然高涨：《天下贰》极爽夏日版为玩家们量身打造的休闲型三维避暑乐园玩法，在正式推出后赢得了新老玩家的一致好评：对于想要在《天下贰》中安度盛夏的玩家而言，极富生活趣味的三维避暑乐园玩法，不仅涵盖水、陆、空三类游戏空间，更让玩家在惬意的休闲游戏体验中，获得海量游戏经验与技能点！
　　休闲玩法大升级 水陆空全面来袭
　　《天下贰》三维避暑乐园，不仅仅是对传统休闲娱乐玩法的一次全面升级，也是主创人员对大荒世界的一次深入挖掘：“海边垂钓”、“陆地栽树”和“飞檐走壁”三大玩法将《天下贰》的水、陆、空三类空间完美地呈现在玩家眼前，让玩家得以在悠然垂钓、栽种树木、高空历险的同时，还能够从不同的角度重新审视这美轮美奂的大荒世界。
　　甜幂礼包倾情赠 新手成长有特权
　　作为陪伴《天下贰》共同成长两年的代言人，杨幂如今已是红遍大江南北，但她对《天下贰》的热爱，却从未消褪。而从“云麓小师妹”到“幽州公主墨姬”，再到如今的“流光城主”，杨幂还一直在以独特的方式，向每一位《天下贰》玩家表达自己的殷切关怀。
　　而为了让新手玩家能够尽快地成长起来以体验精彩游戏内容，杨幂在今夏特别化身为新手大使，向诸位新手玩家献上了珍贵的“甜幂大礼包”——礼包中的甜幂钓竿、甜幂鱼饵、神幂焰火以及轻功心法幂卷等多种精美实用道具，将极尽一切可能帮助玩家在游戏中迅速成长！
　　活动抽奖送惊喜 中奖概率百分百
　　从论坛日常活动的游戏点卡到全国竞技赛的奔驰Smart，《天下贰》给予玩家的奖励从来没有令人失望过。在此次《天下贰》极爽夏日版的暑期活动结束之后，官方将对所有积极参与活动的玩家进行数码礼包大抽奖：届时，各位《天下贰》将享有均等机会抽取包括iPad、iTouch等在内的惊喜数码大奖！而且，此次抽奖不设空奖，以保证所有参与抽奖的玩家，都能够百分之一百地获得奖励！
　　关于《天下贰》
　　《天下贰》是网易历时6年，耗资过亿开发的国内第一款绿色免费3D网游。她以女娲补天等上古神话故事为背景，以雄关蜀道等中华地理风貌为蓝本，处处充满浓郁的中国元素。玩家在游戏中，可以体验灵兽养成、元魂幻化等中国特色的创新玩法，并领略以中华副本和野外Boss为特点的PVE玩法和以战场、势力战、城战为代表的PVP玩法。在《天下贰》构建的虚拟社区中，玩家或标新立异不同凡响，或行侠仗义行走江湖，或号令众人攻城夺寨。"
游戏,"走近雷霆研发：MM揭秘场景设计的秘密
　　年度奇幻穿越巨作《雷霆》在6月29日开启了不删档封测。而许多之前万众期待的内容，比如股票系统、特色职业野蛮人、神翼系统等，也终于呈现在大家面前。《雷霆》万钧，剑舞魔穹！如此霸气凌人的作品，你绝然想不到其背后竟然会有一群行业罕见的研发MM为之倾注心血。为了让你更加了解游戏幕后更多精彩内容，今天的“走近研发MM”专题，被同事们誉为“造梦师”的美女将带大家一起揭秘《雷霆》中场景设计的秘密。
　　大家好，我是来自《雷霆》场景美术部的阳阳，很高兴在本期和各位玩家隔空交流，O(∩_∩)O哈哈~
　　相信大家经过了将近一个礼拜的试玩，对《雷霆》有了一个比较直观的了解了吧？其实我这两天也在纠结服务器不给力而经常维护的事情。《雷霆》是我们公司第一部崭露头角的游戏，对于联游来说什么都是第一次，因此在有些方面出了一些问题。但是现在全公司各个部门都在全力的解决，很快就可以给大家一个稳定的《雷霆》了。所以童鞋们耐心等等啦，好戏还在后头哦！
　　我的工作是负责设计游戏地图中的物件摆放(树木、房屋、地表还有雾色等)。没想到吧？作为一个纯姐们，我居然能做出《雷霆》硬朗的暗黑风格场景。其实对于美的事物来说，无论是硬朗系还是柔美系阳阳都是很喜欢的。为了让自己的设计符合玩家的需求，阳阳时常和策划(比如上一期的大美女玫宝同学)沟通创意和想法。我也会通过各种途径和玩家讨论他们喜欢什么。对于阳阳来说，只要玩家喜欢，无论修改多少次，加班再晚，都是值得的。
　　我的同事时常把我叫做“造梦师”，其实我还很喜欢这个称呼的。设计一个地图场景就像给千万个玩家造梦一样。现在进入游戏，我就喜欢去我设计的地图默默地站在一个角落偷笑。(哈哈，自恋了捂脸~)
　　工作的时候我通常要加班到很晚。但是繁忙的工作之余，我依旧能够感到幸福。每天回家室友给我准备好了热饭热菜；当我需要帮助，我的朋友会伸出援手。我爱你们，也将把自己的快乐带给每一个人。
　　好了，由于空间有限，今天我们先聊到这吧，关于我的工作还有生活更多信息，请点击进入我的“走近研发MM”专题页面吧。最后，希望大家能喜欢《雷霆》，也希望大家能够谅解我们在不删档封测时候出现的一些问题。公司会保证在公测时为大家带来一个更好的《雷霆》的。
　　《雷霆》拥有无比恢弘的背景故事，以及神翼、野蛮人、股票系统等特色内容。不删档封测已经火爆开启，研发MM将引领你穿越斯巴达、古巴比伦等经典世界，高智商的奇异怪物、全新的地下城副本将逐一亮相，神奇希雅大陆背后的终极秘密也会随之揭晓。更多精彩，请关注官方网站的最新资讯。
　　《雷霆》七宗最：
　　最新奇幻穿越巨作：高效引擎最新打造，健康色彩超3D感官体验，复活众多经典史诗；
　　最流畅的游戏感受：轻量级客户端十分钟闪电下载，零门槛低配置超爽体验，永不迷路；
　　最特色的游戏玩法：信仰抉择、独创神翼、地下城勇士、挂钩现实股票，颠覆常规游戏玩法；
　　最令人神往的地下城：怪物BOSS云集，暗藏诸神宝藏；惊心动魄的考验，尽享群刷之畅快；
　　最酣畅淋漓的PK系统：十二大进阶职业上百种超炫技能，PK、竞技场、公会战无处不精彩；
　　最独具匠心的装备系统：多途径获取极品，平民也有神器；雷霆圣衣彰显个性魅力；
　　最穿越经典的暗黑网游：画面暗黑，职业暗黑，承袭经典，浓缩十年网游大作精髓！"
游戏,"《九州online》辉煌盛世14日盛大公测 
　　九州Online两周年新资料片“辉煌盛世”将于2010年10月14日12时开启震撼公测。全新精彩内容以及狂欢活动，让所有玩家都将充满无限惊喜。每天每时都有精彩活动让你开心倍至！同时丰厚奖励更让你疯狂不已！
　　全新的副本，全新的套装，全新的家园都将给九州世界带来前所未有的震撼，资料片启动的同时也将开启新的服务器，让我们拭目以待九州这次重大的变革，让您的手机从此不在枯燥，生活娱乐也更加随心所欲！掌中世界的革命从《九州online》开始。
　　10月14日“辉煌盛世”正式开启后，新系统以及庆典活动都让你热血沸腾，征战天下，所向披靡。英雄红颜大展宏图的时刻，一切在这里只能化作一句话——“辉煌盛世”，问天下谁与争锋。
　　让我们一起倒计时，共同见证九州online跨时代的飞跃！新资料片“辉煌盛世”众多精彩内容会陆续上线，敬请期待。一切从心开始，打造国内最具人气的手机网游精品——辉煌盛世。
　　感谢广大玩家对《九州online》喜爱与支持！
　　《九州online》官方网站：obmgame.com"
游戏,"《最终幻想13》英国杂志扫图（组图）
　　“史诺总是扮成一副目空一切自鸣得意的德行”，战斗服很好很强大(左边那位)：
　　这张重要人物说明有必要汉化一下：
　　莱特宁(Lightning)
　　前Cocoon战士，看成是女版克劳德就对了，能将重力场玩弄于指尖；身高5英尺10英寸(1.77米)，yeah，不用踮脚尖就能亲到你，抬膝盖就能顶到你的小弟弟(lol)
　　瓦尼娜(Vanille)
　　尽管世道艰难，这个扎着马尾辫的女孩却总是一脸阳光，据称她其实“心理负担很重”，嗯，俺们这旮瘩的怀春少女个个如此。
　　萨斯(Sazh)
　　莱特宁的前战友，虽起初对她的想法有保留但仍无怨无悔地帮她，配双枪且揣着一只陆行鸟幼崽。
　　史诺(Snow)
　　设计人员管他叫三把半(Mr 33cm)——还好我们不用太自卑，说的是他鞋子的尺寸。擅长冰系魔法，最终会与莱特宁并肩作战且还要保护瓦尼娜——叫他如何忙得过来我们拭目以待。
　　扫图者发现OPM杂志缺失了该文最后一页，相信是杂志付印前接到通知临时抽起该页，也许史克威尔不想在试玩公布前剧透。"
社会,"中介女员工店中遇害 现场锤子疑为凶器
　　本报讯 （记者展明辉）前晚11时许，在昌平区回龙观鑫地市场的一家房产中介公司内，一名女员工被发现倒在血泊中，不治身亡。目击者称，警方在现场发现一把疑为凶器的锤子。目前，案件正在调查中。
　　保安称事发前未有异常
　　事发房产中介公司名为纳普，其在鑫地市场西门内开了一家近百平方米的分店，用来销售平时收房时剩下的电器和家具。
　　市场保安回忆，前晚11时许，纳普的工作人员报警，称该店一名女员工遇袭。随后，大批民警赶到。民警在确认伤者已经死亡后，立即封锁了现场，并开始勘查。“出事前，没有发现异常的情况。”有保安称。
　　目击商户称，死者着深色毛衣，躺在办公桌前，身旁有不少血迹。随后，民警还在店内发现一把锤子。“听说那就是凶器。”商户称。
　　据商户们表示，警方调查期间，死者的妹妹赶到，确认了女尸的身份。商户转其妹妹的说法称，姐妹两人来自湖南，在北京打工近两年，分别在纳普不同的店工作，租住地就在附近的马连店村。
　　知情的商户称，事发的中介店铺，平时下午5点多就关门了，出事的女员工大约在晚上7点半至8点，吃过晚饭后返回单位的。“听她妹妹说，（死者）是准备在市场关门停电前，把手头上剩的一些工作做完。”
　　其他店铺告诫员工提高警惕
　　据附近中介公司员工称，出事店铺只是做二手货物生意，他们平时没有往来。他们判断，嫌疑人可能与死者认识，或是以看货为名，入店进行抢劫，遭遇反抗后将其杀害。
　　“快过年了，我们现在都非常小心。”多家中介公司负责人表示，由于春节前遇险几率上升，他们都要求员工提高警惕，禁止女中介晚上独自带客人看房。“如果一定要去必须有男同事陪伴。”
　　昨晚，纳普中介公司一名分店负责人证实，死者为该公司的员工。他表示，目前，警方正在调查中，具体情况不便透露。
　　昌平警方未透露具体情况。"
社会,"便利店店主称拆迁时被城管打伤 对方否认(图)
　　金黔在线讯 昨日上午11时许，贵医附院门口一拆迁现场，店主与城管发生冲突。然而在采访过程中，双方却各执一词：便利店店主称城管打人，属于野蛮执法，而城管人员则表示，执法人员没有打人，完全是依法行事。
　　城管：没有打人，只是拉扯而已
　　下午13时许，便利店店主史先生致电本报热线96677称，上午11点过，在拆迁门面时，被10余名城管人员打伤。接报后，记者立刻赶往事发地进行采访。
　　在现场，记者看到贵医附院门前立有一台挖掘机，正在对路边的两家门面进行拆迁，路边零散堆有一些柜子和一些副食品，周围站有10余名城管人员和一些保安人员。
　　“刚才有市民举报说这里发生打架事件？”在现场，记者询问了云岩区城管大队的一名工作人员。“没有打架，只是拉扯而已。”该工作人员说，他们正常执法，可是店主不配合，有3名妇女赖在屋里不愿意出来，为了安全起见，他们劝说了2个多小时也没效果，后来，他们只有让几名女同事进去，把3名妇女拉出来，其中确实有拉扯，但并不是打架。
　　随后，在贵乌路派出所里，云岩区城管大队一名周姓工作人员告诉记者，他们完全是按照程序办事，整改通知书周一就已经递交给店主了。之后，工作人员也前往劝说，好像是店家与医院还没有达成协议，所以店主一直没有搬出去。拉扯过程中，可能会出现一点擦伤，但是绝对没有发生到打架的地步。
　　“有时我们在执法过程中，常常遇到尴尬的事情。”另一名工作人员说，就在拉扯过程中，有一名妇女高呼乱摸，耍流氓，让他们工作无法进行。
　　店主：如果城管没打人，这些伤从哪来
　　就在采访过程中，刚录完笔录的便利店店主史先生从警卫室里走了出来。他对记者说，当时他们愿意配合执法人员工作，只是有一个要求，希望执法人员帮他们把医院领导叫出来，因为他们是医院的职工，想确定一下拆迁后医院能否给他们安排工作，就因为这事，他老婆3人才不愿意出来。
　　随后，城管的几名工作人员强行把3人拉了出来，“被拉出来后，我只是说了一句你们不要乱摸。一群人就把我围住，你一脚他一拳，连我的皮带都被他们扯掉了。”史先生说。
　　“你看看他的手和衣服，如果城管不打人，这些伤从哪来？这衣服怎么会被扯烂？”另一妇女指着史先生的衣服说。随后，记者认真一看，史先生除了衣服裤子被扯烂之外，脖子、鼻子、手腕均能看见血迹。
　　目击市民：现场乱成一团
　　16时许，当记者再次赶往现场采访时，在医院门口卖水果的四、五名目击者对记者说，当时男子的皮带被城管人员扯掉了，还露出了半边屁股，在押上车时，男子的双手是被扭到后面的。
　　在附近卖烤洋芋的一妇女则说，当时只见20多名身穿制服的人围着一男的和几名女的，期间只听见叫骂声，现场一片混乱。
　　随后，记者又前往医院保卫科进行采访，对于上午发生的打架事件，一工作人员称，他们并不知情，只知道有城管在那进行门面拆除。"
社会,"保安酒后持仿真枪威胁殴打歌厅陪唱女和路人
　　晨报讯(记者 武新)先在歌厅持仿真枪威胁殴打歌厅陪唱小姐，后又持仿真枪恐吓路人，并抽出金属甩棍殴打。昨天，记者获悉，西城区检察院以寻衅滋事罪对周某批准逮捕。
　　31岁的男子周某是北京一家典当行的保安。2011年9月15日晚，周某酒后到西城区一歌厅继续饮酒，遇到歌厅陪唱小姐柏某。二人因此发生言语冲突，周某一气之下拿出背包里的仿真手枪顶住柏某的太阳穴，扇了柏某三个耳光，后被劝开。走出歌厅的周某看见男子任某和女友在护城河旁，就拎着仿真枪冲上前去恐吓。后枪被打落在地，周某便抽出随身携带的金属甩棍继续追赶任某，对其进行殴打。
　　后来，民警在丰台区一家洗浴中心将嫌疑人周某抓获。周某到案后供述说：“我当时就是喝多了，故意找茬，换别人在那儿，我一样过去骂他。”"
社会,"男子闹市举牌声称为身家百万艾滋病女征婚(图)
　　3月28日，武昌中南商业大楼前，一青年男子手举一块广告牌，声称为身家百万的艾滋病女患者征婚。举牌的男子自称姓钟，在武汉办了一网站。该“艾滋女”以9.7万元租下了他网站的首页，要求专门为她做征婚广告，还要求他在中南大楼前举两天的征婚广告牌，她每天给网站1000元的报酬。
　　记者打开该网站，看到网页正中有一自称艾滋女的征婚广告。文中称，该“艾滋女”28岁，武汉人，本科学历，在汉有两套房子，个人存款百万元。她希望在余生里找一个有爱无性的男子为伴，婚后一个月可公证遗嘱，将百万财产赠与丈夫。可她没留下别的联系方式，仅表示通过网站邮箱与其联系。
　　28日下午，记者再次找到钟某，询问艾滋女的联系方式，他称对方不便泄露任何个人信息；记者提出对方付费9.7万元，可否提供银行的票证查看，钟某也称不便提供。
　　有市民认为，此举可能是网站的自我炒作。据《楚天都市报》"
